sampleID	ai1	lst1	hrd-loh	HRD
TCGA-D1-A16R-01	1	1	1	3
TCGA-D1-A16S-01	15	9	13	37
TCGA-D1-A16V-01	12	6	12	30
TCGA-D1-A16X-01	0	0	0	0
TCGA-D1-A16Y-01	0	0	0	0
TCGA-D1-A174-01	0	0	0	0
TCGA-D1-A175-01	2	2	2	6
TCGA-D1-A176-01	5	2	1	8
TCGA-D1-A177-01	1	0	0	1
TCGA-D1-A179-01	13	5	4	22
TCGA-D1-A17A-01	1	0	0	1
TCGA-D1-A17B-01	2	1	1	4
TCGA-D1-A17C-01	0	0	0	0
TCGA-D1-A17D-01	0	0	0	0
TCGA-D1-A17F-01	1	0	0	1
TCGA-D1-A17H-01	0	2	1	3
TCGA-D1-A17K-01	12	7	10	29
TCGA-D1-A17L-01	1	1	1	3
TCGA-D1-A17M-01	2	1	1	4
TCGA-D1-A17N-01	0	0	0	0
TCGA-D1-A17Q-01	0	0	0	0
TCGA-D1-A17R-01	2	0	1	3
TCGA-D1-A17S-01	1	1	1	3
TCGA-D1-A17T-01	0	0	0	0
TCGA-D1-A17U-01	0	0	0	0
TCGA-D1-A1NS-01	0	0	0	0
TCGA-D1-A1NU-01	11	5	10	26
TCGA-D1-A1NW-01	7	10	11	28
TCGA-D1-A1NX-01	9	6	6	21
TCGA-D1-A1NY-01	4	4	1	9
TCGA-D1-A1NZ-01	1	0	0	1
TCGA-D1-A1O0-01	20	20	10	50
TCGA-D1-A1O5-01	0	0	0	0
TCGA-D1-A1O7-01	0	0	0	0
TCGA-D1-A1O8-01	0	0	0	0
TCGA-D1-A2G0-01	2	0	0	2
TCGA-D1-A2G5-01	1	0	0	1
TCGA-D1-A2G6-01	1	0	0	1
TCGA-D1-A2G7-01	9	8	8	25
TCGA-D1-A3DA-01	2	1	1	4
TCGA-D1-A3DG-01	8	9	7	24
TCGA-D1-A3DH-01	20	15	9	44
TCGA-D1-A3JP-01	12	11	15	38
TCGA-D1-A3JQ-01	5	5	5	15
TCGA-D3-A1Q1-06	10	7	8	25
TCGA-D3-A1Q3-06	5	3	2	10
TCGA-D3-A1Q4-06	7	4	6	17
TCGA-D3-A1Q5-06	5	3	4	12
TCGA-D3-A1Q6-06	4	7	3	14
TCGA-D3-A1Q7-06	3	2	3	8
TCGA-D3-A1Q8-06	4	5	4	13
TCGA-D3-A1Q9-06	11	13	7	31
TCGA-D3-A1QA-06	5	4	3	12
TCGA-D3-A1QB-06	4	3	3	10
TCGA-D3-A2J6-06	12	9	14	35
TCGA-D3-A2J7-06	6	8	6	20
TCGA-D3-A2J8-06	3	5	3	11
TCGA-D3-A2J9-06	0	3	1	4
TCGA-D3-A2JA-06	7	6	5	18
TCGA-D3-A2JB-06	3	5	1	9
TCGA-D3-A2JC-06	9	13	13	35
TCGA-D3-A2JD-06	9	8	0	17
TCGA-D3-A2JE-06	11	11	4	26
TCGA-D3-A2JF-06	7	6	5	18
TCGA-D3-A2JG-06	6	3	2	11
TCGA-D3-A2JH-06	0	2	0	2
TCGA-D3-A2JK-06	4	0	2	6
TCGA-D3-A2JL-06	11	5	4	20
TCGA-D3-A2JN-06	12	8	4	24
TCGA-D3-A2JO-06	9	9	6	24
TCGA-D3-A2JP-06	8	7	3	18
TCGA-D3-A3BZ-06	0	0	1	1
TCGA-D3-A3C1-06	5	4	2	11
TCGA-D3-A3C3-06	5	8	2	15
TCGA-D3-A3C6-06	6	6	9	21
TCGA-D3-A3C7-06	7	9	7	23
TCGA-D3-A3C8-06	0	0	0	0
TCGA-D3-A3CB-06	2	0	1	3
TCGA-D3-A3CC-06	10	10	9	29
TCGA-D3-A3CE-06	11	8	7	26
TCGA-D3-A3CF-06	9	9	8	26
TCGA-D3-A3ML-06	8	9	6	23
TCGA-D3-A3MO-06	2	2	5	9
TCGA-D3-A3MR-06	2	0	3	5
TCGA-D3-A3MU-06	9	5	3	17
TCGA-D3-A3MV-06	5	3	1	9
TCGA-D3-A51E-06	9	9	6	24
TCGA-D3-A51G-06	6	0	2	8
TCGA-D3-A51H-06	0	0	0	0
TCGA-D3-A51J-06	3	3	5	11
TCGA-D3-A51K-06	7	5	4	16
TCGA-D3-A51N-06	8	9	6	23
TCGA-D3-A51R-06	2	2	1	5
TCGA-D3-A51T-06	5	1	2	8
TCGA-D3-A5GL-06	4	0	3	7
TCGA-D3-A5GN-06	9	4	1	14
TCGA-D3-A5GO-06	6	4	2	12
TCGA-D3-A5GR-01	4	3	8	15
TCGA-D3-A5GS-06	10	5	6	21
TCGA-D3-A5GT-01	12	7	7	26
TCGA-D3-A5GU-06	5	2	0	7
TCGA-D3-A8GB-06	13	6	10	29
TCGA-D3-A8GC-06	4	1	6	11
TCGA-D3-A8GD-06	12	7	5	24
TCGA-D3-A8GE-06	0	0	0	0
TCGA-D3-A8GI-06	12	4	0	16
TCGA-D3-A8GJ-06	9	5	3	17
TCGA-D3-A8GK-06	6	4	2	12
TCGA-D3-A8GL-06	9	1	3	13
TCGA-D3-A8GM-06	7	7	3	17
TCGA-D3-A8GN-06	8	6	7	21
TCGA-D3-A8GO-06	5	9	4	18
TCGA-D3-A8GP-06	4	1	1	6
TCGA-D3-A8GQ-06	5	4	2	11
TCGA-D3-A8GR-06	8	10	5	23
TCGA-D3-A8GS-06	5	8	8	21
TCGA-D3-A8GV-06	9	13	8	30
TCGA-D5-5537-01	0	1	1	2
TCGA-D5-5538-01	3	3	3	9
TCGA-D5-5539-01	7	5	5	17
TCGA-D5-5540-01	9	2	7	18
TCGA-D5-5541-01	4	2	2	8
TCGA-D5-6529-01	6	5	4	15
TCGA-D5-6530-01	1	3	2	6
TCGA-D5-6531-01	10	9	4	23
TCGA-D5-6532-01	4	5	3	12
TCGA-D5-6533-01	8	5	5	18
TCGA-D5-6534-01	7	4	6	17
TCGA-D5-6535-01	10	7	6	23
TCGA-D5-6536-01	6	8	9	23
TCGA-D5-6537-01	5	1	2	8
TCGA-D5-6538-01	6	3	4	13
TCGA-D5-6539-01	8	7	2	17
TCGA-D5-6540-01	0	0	0	0
TCGA-D5-6541-01	6	0	3	9
TCGA-D5-6898-01	13	7	9	29
TCGA-D5-6920-01	0	0	0	0
TCGA-D5-6922-01	9	5	4	18
TCGA-D5-6923-01	4	5	7	16
TCGA-D5-6924-01	7	6	3	16
TCGA-D5-6926-01	7	3	2	12
TCGA-D5-6927-01	0	0	0	0
TCGA-D5-6928-01	1	0	0	1
TCGA-D5-6929-01	7	8	3	18
TCGA-D5-6930-01	0	0	0	0
TCGA-D5-6931-01	5	5	4	14
TCGA-D5-6932-01	8	5	6	19
TCGA-D5-7000-01	1	0	1	2
TCGA-D6-6515-01	0	0	0	0
TCGA-D6-6516-01	12	4	2	18
TCGA-D6-6517-01	14	7	8	29
TCGA-D6-6823-01	11	7	10	28
TCGA-D6-6824-01	0	0	0	0
TCGA-D6-6825-01	7	5	8	20
TCGA-D6-6826-01	13	13	9	35
TCGA-D6-6827-01	2	2	2	6
TCGA-D6-8568-01	12	14	10	36
TCGA-D6-8569-01	9	5	5	19
TCGA-D6-A4Z9-01	14	4	11	29
TCGA-D6-A4ZB-01	12	9	9	30
TCGA-D6-A6EK-01	2	2	2	6
TCGA-D6-A6EM-01	8	8	4	20
TCGA-D6-A6EN-01	4	2	2	8
TCGA-D6-A6EO-01	18	17	12	47
TCGA-D6-A6EP-01	20	12	9	41
TCGA-D6-A6EQ-01	18	6	9	33
TCGA-D6-A6ES-01	14	10	9	33
TCGA-D6-A74Q-01	18	8	10	36
TCGA-D7-5577-01	4	4	2	10
TCGA-D7-5578-01	5	8	6	19
TCGA-D7-5579-01	16	19	6	41
TCGA-D7-6518-01	6	3	3	12
TCGA-D7-6519-01	15	16	15	46
TCGA-D7-6520-01	12	12	8	32
TCGA-D7-6521-01	7	7	3	17
TCGA-D7-6522-01	0	0	0	0
TCGA-D7-6524-01	1	1	0	2
TCGA-D7-6525-01	9	7	7	23
TCGA-D7-6526-01	28	24	6	58
TCGA-D7-6527-01	19	22	10	51
TCGA-D7-6528-01	15	12	8	35
TCGA-D7-6815-01	6	8	5	19
TCGA-D7-6817-01	11	14	4	29
TCGA-D7-6818-01	13	9	6	28
TCGA-D7-6820-01	11	9	13	33
TCGA-D7-6822-01	23	14	18	55
TCGA-D7-8570-01	14	15	9	38
TCGA-D7-8572-01	1	2	1	4
TCGA-D7-8573-01	7	6	4	17
TCGA-D7-8574-01	1	2	0	3
TCGA-D7-8575-01	12	9	11	32
TCGA-D7-8576-01	9	10	10	29
TCGA-D7-8578-01	4	2	5	11
TCGA-D7-8579-01	1	4	2	7
TCGA-D7-A4YT-01	23	29	19	71
TCGA-D7-A4YU-01	9	4	5	18
TCGA-D7-A4YV-01	0	0	0	0
TCGA-D7-A4YX-01	4	2	4	10
TCGA-D7-A4YY-01	1	7	4	12
TCGA-D7-A4Z0-01	1	3	1	5
TCGA-D7-A6ET-01	0	0	0	0
TCGA-D7-A6EV-01	20	20	7	47
TCGA-D7-A6EX-01	8	9	4	21
TCGA-D7-A6EY-01	3	3	2	8
TCGA-D7-A6EZ-01	12	13	8	33
TCGA-D7-A6F0-01	29	14	19	62
TCGA-D7-A6F2-01	18	10	12	40
TCGA-D7-A747-01	8	6	3	17
TCGA-D7-A748-01	5	4	2	11
TCGA-D7-A74A-01	21	13	11	45
TCGA-D8-A13Y-01	20	24	14	58
TCGA-D8-A13Z-01	17	17	3	37
TCGA-D8-A140-01	8	7	5	20
TCGA-D8-A141-01	3	0	1	4
TCGA-D8-A143-01	17	10	7	34
TCGA-D8-A145-01	1	3	2	6
TCGA-D8-A146-01	4	3	4	11
TCGA-D8-A147-01	22	32	15	69
TCGA-D8-A1J8-01	4	2	1	7
TCGA-D8-A1J9-01	13	8	10	31
TCGA-D8-A1JA-01	8	14	6	28
TCGA-D8-A1JB-01	13	16	12	41
TCGA-D8-A1JC-01	14	6	13	33
TCGA-D8-A1JD-01	20	15	5	40
TCGA-D8-A1JE-01	7	2	3	12
TCGA-D8-A1JF-01	11	8	4	23
TCGA-D8-A1JG-01	11	5	11	27
TCGA-D8-A1JH-01	0	0	0	0
TCGA-D8-A1JI-01	5	4	8	17
TCGA-D8-A1JJ-01	10	12	3	25
TCGA-D8-A1JK-01	24	19	10	53
TCGA-D8-A1JL-01	24	19	8	51
TCGA-D8-A1JM-01	17	10	15	42
TCGA-D8-A1JN-01	2	2	2	6
TCGA-D8-A1JP-01	19	31	19	69
TCGA-D8-A1JS-01	2	2	2	6
TCGA-D8-A1JT-01	5	4	4	13
TCGA-D8-A1JU-01	4	0	2	6
TCGA-D8-A1X5-01	19	8	10	37
TCGA-D8-A1X6-01	3	1	2	6
TCGA-D8-A1X7-01	2	1	1	4
TCGA-D8-A1X8-01	5	4	6	15
TCGA-D8-A1X9-01	19	24	12	55
TCGA-D8-A1XA-01	6	1	5	12
TCGA-D8-A1XB-01	4	2	2	8
TCGA-D8-A1XC-01	3	0	0	3
TCGA-D8-A1XD-01	6	3	5	14
TCGA-D8-A1XF-01	12	3	12	27
TCGA-D8-A1XG-01	1	4	3	8
TCGA-D8-A1XJ-01	18	13	9	40
TCGA-D8-A1XK-01	26	28	18	72
TCGA-D8-A1XL-01	17	23	7	47
TCGA-D8-A1XM-01	6	4	6	16
TCGA-D8-A1XO-01	4	5	3	12
TCGA-D8-A1XQ-01	29	28	15	72
TCGA-D8-A1XR-01	4	4	5	13
TCGA-D8-A1XS-01	5	1	4	10
TCGA-D8-A1XT-01	16	8	12	36
TCGA-D8-A1XU-01	10	4	11	25
TCGA-D8-A1XV-01	1	1	0	2
TCGA-D8-A1XW-01	20	24	6	50
TCGA-D8-A1XY-01	7	10	8	25
TCGA-D8-A1XZ-01	11	9	6	26
TCGA-D8-A1Y0-01	18	17	9	44
TCGA-D8-A1Y1-01	5	2	3	10
TCGA-D8-A1Y2-01	5	2	5	12
TCGA-D8-A1Y3-01	17	8	10	35
TCGA-D8-A27E-01	0	0	0	0
TCGA-D8-A27F-01	25	23	29	77
TCGA-D8-A27G-01	4	2	4	10
TCGA-D8-A27H-01	25	31	19	75
TCGA-D8-A27I-01	3	1	2	6
TCGA-D8-A27K-01	3	0	1	4
TCGA-D8-A27L-01	4	2	3	9
TCGA-D8-A27M-01	17	16	15	48
TCGA-D8-A27N-01	11	5	6	22
TCGA-D8-A27P-01	2	1	1	4
TCGA-D8-A27R-01	15	9	13	37
TCGA-D8-A27T-01	5	2	3	10
TCGA-D8-A27V-01	7	6	5	18
TCGA-D8-A27W-01	10	5	6	21
TCGA-D8-A3Z5-01	3	1	1	5
TCGA-D8-A3Z6-01	5	3	3	11
TCGA-D8-A4Z1-01	2	3	1	6
TCGA-D8-A73U-01	4	4	5	13
TCGA-D8-A73W-01	6	4	5	15
TCGA-D8-A73X-01	3	0	1	4
TCGA-D9-A148-06	15	9	5	29
TCGA-D9-A149-06	5	4	3	12
TCGA-D9-A1JW-06	9	3	4	16
TCGA-D9-A1JX-06	7	7	2	16
TCGA-D9-A1X3-01	4	3	4	11
TCGA-D9-A3Z1-06	4	3	2	9
TCGA-D9-A3Z3-06	9	7	15	31
TCGA-D9-A3Z4-01	7	3	8	18
TCGA-D9-A4Z2-01	3	3	4	10
TCGA-D9-A4Z3-01	6	7	6	19
TCGA-D9-A4Z5-01	22	16	14	52
TCGA-D9-A6E9-06	9	7	7	23
TCGA-D9-A6EA-06	11	9	4	24
TCGA-D9-A6EC-06	14	8	11	33
TCGA-D9-A6EG-06	7	1	6	14
TCGA-DA-A1HV-06	7	8	5	20
TCGA-DA-A1HW-06	10	4	16	30
TCGA-DA-A1HY-06	6	9	6	21
TCGA-DA-A1I0-06	7	5	3	15
TCGA-DA-A1I1-06	2	4	2	8
TCGA-DA-A1I2-06	5	4	3	12
TCGA-DA-A1I4-06	4	0	2	6
TCGA-DA-A1I5-06	4	3	4	11
TCGA-DA-A1I7-06	8	10	7	25
TCGA-DA-A1I8-06	5	4	3	12
TCGA-DA-A1IA-06	10	12	3	25
TCGA-DA-A1IB-06	0	0	0	0
TCGA-DA-A1IC-06	3	1	1	5
TCGA-DA-A3F2-06	0	0	0	0
TCGA-DA-A3F3-06	12	11	4	27
TCGA-DA-A3F5-06	8	5	5	18
TCGA-DA-A3F8-06	4	1	3	8
TCGA-DA-A95V-06	29	27	13	69
TCGA-DA-A95W-06	3	1	1	5
TCGA-DA-A95X-06	7	4	6	17
TCGA-DA-A95Y-06	13	16	9	38
TCGA-DA-A95Z-06	14	14	2	30
TCGA-DA-A960-01	4	3	1	8
TCGA-DB-5270-01	2	0	0	2
TCGA-DB-5273-01	4	0	1	5
TCGA-DB-5274-01	2	0	2	4
TCGA-DB-5275-01	5	5	6	16
TCGA-DB-5276-01	1	0	0	1
TCGA-DB-5277-01	11	15	13	39
TCGA-DB-5278-01	2	0	2	4
TCGA-DB-5279-01	2	0	2	4
TCGA-DB-5280-01	1	1	1	3
TCGA-DB-5281-01	9	8	5	22
TCGA-DB-A4X9-01	2	1	1	4
TCGA-DB-A4XA-01	2	0	2	4
TCGA-DB-A4XB-01	7	5	3	15
TCGA-DB-A4XC-01	5	3	2	10
TCGA-DB-A4XD-01	2	1	1	4
TCGA-DB-A4XE-01	2	0	0	2
TCGA-DB-A4XF-01	3	4	3	10
TCGA-DB-A4XG-01	4	2	4	10
TCGA-DB-A4XH-01	1	1	2	4
TCGA-DB-A64L-01	6	2	3	11
TCGA-DB-A64O-01	1	0	0	1
TCGA-DB-A64P-01	4	2	3	9
TCGA-DB-A64Q-01	5	2	2	9
TCGA-DB-A64R-01	1	1	2	4
TCGA-DB-A64S-01	0	0	0	0
TCGA-DB-A64U-01	3	0	3	6
TCGA-DB-A64V-01	3	2	2	7
TCGA-DB-A64W-01	5	3	6	14
TCGA-DB-A64X-01	4	6	1	11
TCGA-DB-A75K-01	1	3	3	7
TCGA-DB-A75L-01	9	4	4	17
TCGA-DB-A75M-01	2	0	1	3
TCGA-DB-A75O-01	6	3	1	10
TCGA-DB-A75P-01	0	0	0	0
TCGA-DC-4745-01	13	7	4	24
TCGA-DC-4749-01	8	1	4	13
TCGA-DC-5337-01	1	1	1	3
TCGA-DC-5869-01	2	1	0	3
TCGA-DC-6154-01	9	1	5	15
TCGA-DC-6155-01	6	4	3	13
TCGA-DC-6156-01	11	9	6	26
TCGA-DC-6157-01	7	4	1	12
TCGA-DC-6158-01	13	3	9	25
TCGA-DC-6160-01	6	4	7	17
TCGA-DC-6681-01	1	1	1	3
TCGA-DC-6682-01	9	5	6	20
TCGA-DC-6683-01	7	4	4	15
TCGA-DD-A113-01	12	9	10	31
TCGA-DD-A114-01	5	2	4	11
TCGA-DD-A115-01	9	11	6	26
TCGA-DD-A116-01	9	4	3	16
TCGA-DD-A118-01	7	8	4	19
TCGA-DD-A119-01	8	5	4	17
TCGA-DD-A11A-01	22	21	3	46
TCGA-DD-A11B-01	4	1	2	7
TCGA-DD-A11C-01	13	19	8	40
TCGA-DD-A11D-01	2	1	2	5
TCGA-DD-A1E9-01	3	0	1	4
TCGA-DD-A1EA-01	2	0	1	3
TCGA-DD-A1EB-01	10	8	4	22
TCGA-DD-A1EC-01	2	6	3	11
TCGA-DD-A1ED-01	0	0	0	0
TCGA-DD-A1EE-01	4	1	2	7
TCGA-DD-A1EF-01	10	10	4	24
TCGA-DD-A1EG-01	10	1	3	14
TCGA-DD-A1EH-01	4	2	3	9
TCGA-DD-A1EI-01	10	3	5	18
TCGA-DD-A1EJ-01	5	8	3	16
TCGA-DD-A1EK-01	6	3	6	15
TCGA-DD-A1EL-01	14	10	9	33
TCGA-DD-A39V-01	2	2	2	6
TCGA-DD-A39W-01	5	2	0	7
TCGA-DD-A39X-01	7	5	4	16
TCGA-DD-A39Y-01	6	6	6	18
TCGA-DD-A39Z-01	7	1	3	11
TCGA-DD-A3A0-01	10	7	6	23
TCGA-DD-A3A1-01	5	6	3	14
TCGA-DD-A3A2-01	1	0	0	1
TCGA-DD-A3A3-01	5	0	3	8
TCGA-DD-A3A4-01	4	2	2	8
TCGA-DD-A3A5-01	6	6	5	17
TCGA-DD-A3A6-01	0	0	0	0
TCGA-DD-A3A7-01	13	11	8	32
TCGA-DD-A3A8-01	6	4	4	14
TCGA-DD-A3A9-01	8	6	6	20
TCGA-DD-A4NA-01	11	4	9	24
TCGA-DD-A4NB-01	0	0	0	0
TCGA-DD-A4ND-01	6	3	5	14
TCGA-DD-A4NF-01	1	3	0	4
TCGA-DD-A4NH-01	8	4	11	23
TCGA-DD-A4NI-01	4	3	1	8
TCGA-DD-A4NK-01	4	2	2	8
TCGA-DD-A4NL-01	0	0	0	0
TCGA-DD-A4NN-01	7	15	12	34
TCGA-DD-A4NO-01	6	3	2	11
TCGA-DD-A4NP-01	0	0	0	0
TCGA-DD-A4NQ-01	5	4	5	14
TCGA-DD-A4NR-01	5	5	4	14
TCGA-DD-A4NS-01	5	2	1	8
TCGA-DD-A4NV-01	3	1	4	8
TCGA-DD-A73A-01	4	6	2	12
TCGA-DD-A73B-01	13	11	14	38
TCGA-DD-A73C-01	1	0	1	2
TCGA-DD-A73D-01	5	3	2	10
TCGA-DD-A73E-01	6	6	5	17
TCGA-DD-A73F-01	4	10	6	20
TCGA-DD-A73G-01	13	11	5	29
TCGA-DD-AA3A-01	6	5	6	17
TCGA-DD-AAC8-01	5	4	2	11
TCGA-DD-AAC9-01	3	4	2	9
TCGA-DD-AACA-01	8	6	5	19
TCGA-DD-AACB-01	8	6	5	19
TCGA-DD-AACC-01	13	7	8	28
TCGA-DD-AACD-01	5	4	4	13
TCGA-DD-AACE-01	4	1	1	6
TCGA-DD-AACF-01	5	5	4	14
TCGA-DD-AACG-01	13	5	8	26
TCGA-DD-AACH-01	19	19	14	52
TCGA-DD-AACI-01	10	12	3	25
TCGA-DD-AACJ-01	4	1	3	8
TCGA-DD-AACK-01	2	3	1	6
TCGA-DD-AACL-01	5	4	5	14
TCGA-DD-AACM-01	11	6	7	24
TCGA-DD-AACN-01	8	5	7	20
TCGA-DD-AACO-01	6	4	7	17
TCGA-DD-AACP-01	4	3	3	10
TCGA-DD-AACQ-01	11	8	7	26
TCGA-DD-AACS-01	14	10	9	33
TCGA-DD-AACT-01	3	4	1	8
TCGA-DD-AACU-01	8	8	5	21
TCGA-DD-AACV-01	9	8	8	25
TCGA-DD-AACW-01	8	3	4	15
TCGA-DD-AACX-01	6	2	4	12
TCGA-DD-AACY-01	6	11	5	22
TCGA-DD-AACZ-01	13	8	8	29
TCGA-DD-AAD0-01	8	9	6	23
TCGA-DD-AAD1-01	9	6	5	20
TCGA-DD-AAD2-01	5	2	1	8
TCGA-DD-AAD3-01	10	4	7	21
TCGA-DD-AAD5-01	16	13	5	34
TCGA-DD-AAD6-01	5	7	3	15
TCGA-DD-AAD8-01	8	3	3	14
TCGA-DD-AADA-01	8	6	4	18
TCGA-DD-AADB-01	8	2	7	17
TCGA-DD-AADC-01	13	13	13	39
TCGA-DD-AADD-01	10	3	3	16
TCGA-DD-AADE-01	2	1	2	5
TCGA-DD-AADF-01	16	18	5	39
TCGA-DD-AADG-01	6	3	4	13
TCGA-DD-AADI-01	4	3	6	13
TCGA-DD-AADJ-01	6	3	5	14
TCGA-DD-AADK-01	6	5	6	17
TCGA-DD-AADL-01	5	5	9	19
TCGA-DD-AADM-01	13	9	9	31
TCGA-DD-AADN-01	11	8	5	24
TCGA-DD-AADO-01	15	15	8	38
TCGA-DD-AADP-01	10	4	9	23
TCGA-DD-AADQ-01	3	1	5	9
TCGA-DD-AADS-01	0	0	0	0
TCGA-DD-AADU-01	6	6	1	13
TCGA-DD-AADV-01	7	8	8	23
TCGA-DD-AADW-01	14	14	9	37
TCGA-DD-AADY-01	12	6	12	30
TCGA-DD-AAE0-01	10	4	7	21
TCGA-DD-AAE1-01	8	5	3	16
TCGA-DD-AAE2-01	5	10	10	25
TCGA-DD-AAE3-01	10	9	2	21
TCGA-DD-AAE4-01	4	6	5	15
TCGA-DD-AAE6-01	19	13	9	41
TCGA-DD-AAE7-01	4	2	2	8
TCGA-DD-AAE8-01	9	6	12	27
TCGA-DD-AAE9-01	4	1	4	9
TCGA-DD-AAEA-01	7	7	5	19
TCGA-DD-AAEB-01	3	1	3	7
TCGA-DD-AAED-01	5	5	10	20
TCGA-DD-AAEE-01	12	10	10	32
TCGA-DD-AAEG-01	8	7	3	18
TCGA-DD-AAEH-01	8	2	4	14
TCGA-DD-AAEI-01	5	6	5	16
TCGA-DD-AAEK-01	15	9	5	29
TCGA-DD-AAVP-01	11	8	9	28
TCGA-DD-AAVQ-01	8	3	7	18
TCGA-DD-AAVR-01	7	4	2	13
TCGA-DD-AAVS-01	10	4	6	20
TCGA-DD-AAVU-01	5	3	8	16
TCGA-DD-AAVV-01	11	13	5	29
TCGA-DD-AAVW-01	11	10	8	29
TCGA-DD-AAVX-01	3	4	1	8
TCGA-DD-AAVY-01	6	1	3	10
TCGA-DD-AAVZ-01	5	5	7	17
TCGA-DD-AAW0-01	10	6	7	23
TCGA-DD-AAW1-01	3	1	1	5
TCGA-DD-AAW2-01	4	2	2	8
TCGA-DD-AAW3-01	6	3	4	13
TCGA-DE-A0XZ-01	0	0	0	0
TCGA-DE-A0Y2-01	0	0	0	0
TCGA-DE-A0Y3-01	0	0	0	0
TCGA-DE-A2OL-01	0	0	0	0
TCGA-DE-A3KN-01	0	1	1	2
TCGA-DE-A4M8-01	0	0	0	0
TCGA-DE-A4M9-01	0	0	0	0
TCGA-DE-A4MA-01	0	0	0	0
TCGA-DE-A4MB-01	2	0	1	3
TCGA-DE-A4MC-01	1	0	0	1
TCGA-DE-A4MD-01	1	0	1	2
TCGA-DE-A4MD-06	1	1	1	3
TCGA-DE-A69J-01	0	0	0	0
TCGA-DE-A69K-01	0	0	0	0
TCGA-DE-A7U5-01	0	0	0	0
TCGA-DF-A2KN-01	0	0	0	0
TCGA-DF-A2KR-01	27	35	11	73
TCGA-DF-A2KS-01	27	29	12	68
TCGA-DF-A2KU-01	2	0	0	2
TCGA-DF-A2KV-01	0	0	0	0
TCGA-DF-A2KY-01	0	2	0	2
TCGA-DF-A2KZ-01	1	0	0	1
TCGA-DF-A2L0-01	11	10	5	26
TCGA-DG-A2KH-01	4	5	0	9
TCGA-DG-A2KJ-01	15	11	12	38
TCGA-DG-A2KK-01	4	2	2	8
TCGA-DG-A2KL-01	3	2	1	6
TCGA-DG-A2KM-01	4	1	3	8
TCGA-DH-5140-01	2	0	1	3
TCGA-DH-5141-01	2	0	2	4
TCGA-DH-5142-01	4	3	2	9
TCGA-DH-5143-01	0	0	0	0
TCGA-DH-5144-01	3	1	3	7
TCGA-DH-A669-01	6	1	4	11
TCGA-DH-A669-02	4	1	3	8
TCGA-DH-A66B-01	15	6	13	34
TCGA-DH-A66D-01	5	5	1	11
TCGA-DH-A66F-01	1	1	2	4
TCGA-DH-A66G-01	6	5	2	13
TCGA-DH-A7UR-01	3	2	3	8
TCGA-DH-A7US-01	2	0	2	4
TCGA-DH-A7UT-01	4	1	4	9
TCGA-DH-A7UU-01	7	2	5	14
TCGA-DH-A7UV-01	5	2	2	9
TCGA-DI-A0WH-01	1	0	0	1
TCGA-DI-A1BU-01	0	0	0	0
TCGA-DI-A1BY-01	0	0	0	0
TCGA-DI-A1C3-01	0	0	0	0
TCGA-DI-A1NN-01	15	11	7	33
TCGA-DI-A1NO-01	27	25	15	67
TCGA-DI-A2QT-01	12	12	4	28
TCGA-DI-A2QU-01	12	7	11	30
TCGA-DI-A2QY-01	20	29	10	59
TCGA-DJ-A13L-01	0	0	1	1
TCGA-DJ-A13M-01	0	0	0	0
TCGA-DJ-A13O-01	0	0	0	0
TCGA-DJ-A13P-01	0	0	0	0
TCGA-DJ-A13R-01	0	0	0	0
TCGA-DJ-A13S-01	0	0	0	0
TCGA-DJ-A13T-01	0	0	0	0
TCGA-DJ-A13U-01	0	0	0	0
TCGA-DJ-A13V-01	0	0	0	0
TCGA-DJ-A13W-01	0	0	0	0
TCGA-DJ-A13X-01	0	0	0	0
TCGA-DJ-A1QD-01	0	0	0	0
TCGA-DJ-A1QE-01	0	0	0	0
TCGA-DJ-A1QF-01	0	0	0	0
TCGA-DJ-A1QG-01	0	0	0	0
TCGA-DJ-A1QH-01	0	0	0	0
TCGA-DJ-A1QI-01	0	0	0	0
TCGA-DJ-A1QL-01	0	0	0	0
TCGA-DJ-A1QM-01	0	0	0	0
TCGA-DJ-A1QN-01	2	1	2	5
TCGA-DJ-A1QO-01	0	0	0	0
TCGA-DJ-A1QQ-01	0	2	1	3
TCGA-DJ-A2PN-01	0	0	0	0
TCGA-DJ-A2PO-01	0	0	0	0
TCGA-DJ-A2PP-01	1	0	0	1
TCGA-DJ-A2PQ-01	0	0	0	0
TCGA-DJ-A2PR-01	0	0	0	0
TCGA-DJ-A2PS-01	0	0	0	0
TCGA-DJ-A2PT-01	0	0	0	0
TCGA-DJ-A2PU-01	0	0	0	0
TCGA-DJ-A2PV-01	0	0	0	0
TCGA-DJ-A2PW-01	1	1	0	2
TCGA-DJ-A2PX-01	0	0	0	0
TCGA-DJ-A2PY-01	0	0	0	0
TCGA-DJ-A2PZ-01	0	0	0	0
TCGA-DJ-A2Q0-01	0	0	0	0
TCGA-DJ-A2Q1-01	0	0	0	0
TCGA-DJ-A2Q2-01	0	0	0	0
TCGA-DJ-A2Q3-01	0	0	0	0
TCGA-DJ-A2Q4-01	0	0	0	0
TCGA-DJ-A2Q5-01	0	0	0	0
TCGA-DJ-A2Q6-01	0	0	0	0
TCGA-DJ-A2Q7-01	0	0	0	0
TCGA-DJ-A2Q8-01	0	0	0	0
TCGA-DJ-A2QA-01	0	0	0	0
TCGA-DJ-A2QB-01	0	0	0	0
TCGA-DJ-A2QC-01	0	0	0	0
